,Product Name,Processor Type,RAM,Storage,Display,Price,Brand
187,"Acer Aspire 5 A515-57G-57LE Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i7,16, 512GB SSD,14.0,91500,Acer
188,"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop",Core i5,16, 512GB SSD,14.0,85000,Hp
189,"HP 250 G8 Core i7 11th Gen 8GB RAM 1TB HDD 256GB SSD 15.6"" FHD Laptop",Core i5,16, 512GB NVMe PCIe Gen3x4 SSD ,14.0,92000,Hp
190,"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop",Core i5,16, 512GB NVMe PCIe Gen3x4 SSD ,14.0,93000,Hp
191,"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14"" FHD Laptop",Core i5,8, 1TB M.2 PCIe Gen4 SSD ,14.0,93500,Asus
192,"MSI Modern 14 C12MO Core i7 12th Gen 14"" FHD Laptop",Core i5,16, 512GB SSD,15.6,91500,MSI
193,"HP ProBook 450 G10 Core i5 13th Gen 15.6"" FHD Laptop",Core i5,16, 512GB SSD,,93500,Hp
194,"Acer Aspire 5 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,8, 512GB SSD,15.6,94000,Acer
195,"MSI GF63 THIN 12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144hz Gaming Laptop",Core i5,8, 512GB SSD,15.6,94500,MSI
196,"Asus VivoBook 15 S513EQ Core i5 11th Gen 8GB RAM 15.6"" OLED FHD Laptop",Core i5,8, 512GB SSD,16.0,95000,Asus
197,"Asus VivoBook 15 K513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop",Ryzen 7,8, 512GB SSD,14.0,95000,Asus
198,"Lenovo IdeaPad Slim 5 14IAH8 Core i5 12th Gen 14"" WUXGA Laptop",Core i7,8, 512GB M.2 SSD,15.6,95000,Lenovo
199,"Acer Aspire 7 A715-76G Core i5 12th Gen RTX 3050 4GB Graphics IPS 144Hz 15.6"" Gaming Laptop",Core i7,8, 512GB SSD,15.6,95900,Acer
200,"Acer Aspire 5 A515-58GM-74CC core i7 13th Gen RTX 2050 4GB 15.6"" FHD Gaming Laptop",Core i5,16, 512GB SSD,,96500,Acer
201,"Acer Aspire 5 AN515-57G-52HF Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i7,8, 256GB SSD,,96900,Acer
202,"ASUS VivoBook Flip 14 TM420UA-EC046 Ryzen 7 5700U 14"" FHD Touch Laptop",Core i5,8, 256GB SSD,13.3,97000,Asus
203,"Walton Tamarind MX711G Core i7 11th Gen 14"" FHD Laptop",Core i5,8, 512GB SSD,14.0,97500,Walton
204,"MSI GF63 THIN 11SC Core i7 11th Gen GTX 1650 Max Q 4GB Graphics 15.6"" FHD 144hz Gaming Laptop",Core i7,8, 512GB SSD,14.0,97000,MSI
205,Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 250 Nits 360° FHD Touch Laptop,Core i7,16, 256GB SSD + 1TB HDD,14.0,98000,Asus
206,"Acer TravelMate TMP214-54 Core i7 12th Gen 14"" FHD Laptop",Core i5,8, 512GB M.2 SSD,15.6,98000,Acer
207,"Acer Aspire 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,8, 512GB SSD ,,99500,Acer
208,"Asus Vivobook S15 S513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop",Core i5,8, 512GB PCIe SSD,13.3,102500,Asus
209,"MSI Modern 14 C13M Core i7 13th Gen 14"" FHD Laptop",Core i7,8, 512GB PCIe SSD,14.0,104500,MSI
210,"MSI Modern 15 B13M Core i7 13th Gen 15.6"" FHD Laptop",Ryzen 5,8, 512GB M.2 SSD,14.0,105500,MSI
211,"MSI Commercial 14 H A13MG Core i5 13th Gen 14"" FHD+ Laptop",Core i7,16, 512GB SSD,16.0,106000,MSI
212,"ASUS VivoBook 15X K3504VA Core i5 13th Gen 15.6"" FHD Laptop",Core i5,8, 512GB SSD,16.0,106500,Asus
213,"MSI Cyborg 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 8GB RAM 15.6"" FHD Gaming Laptop",Core i5,8, 512GB SSD,,107000,MSI
214,"ASUS VivoBook 15X K3504ZA Core i7 12th Gen 15.6"" FHD WV Laptop",Core i7,16, 512GB SSD,16.0,107500,Asus
215,"ASUS Vivobook 16X OLED M1603QA Ryzen 5 5600H 16"" 4K Laptop",Core i7,16, 512GB SSD,,108000,Asus
216,"ASUS TUF Gaming F15 FX506HF Core i7 11th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i7,16, 512GB SSD,16.0,108900,Asus
217,"Asus ZenBook 14 UX425EA Intel Core i5 1135G7 11th Gen 14"" FHD WV Laptop",Core i5,8, 512GB SSD,14.0,109000,Asus
218,"Acer Aspire 7 A715-51G Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Apple M1,8, 512GB SSD,,111500,Acer
219,"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 15.6"" FHD Laptop With Windows 11",Apple M1,8, 512GB SSD,13.6,112000,Asus
220,"ASUS VivoBook Pro 15 K3500PA Core i7 11th Gen 15.6"" FHD Laptop",Core i5,8, 512GB SSD,16.0,113500,Asus
221,"ASUS Vivobook 15 X1504VA-NJ263W Core i7 13th Gen 15.6"" FHD Laptop",Core i7,8, 512GB SSD,14.0,113500,Asus
222,"MSI Cyborg 15 A13UC Core i5 13th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i7,8, 512GB SSD,13.6,113500,MSI
223,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN63) Space Gray",Core i7,16, 512GB SSD,14.0,112000,Apple
224,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN93) Silver",Core i7,16, 512GB SSD,14.0,112000,Apple
225,"Lenovo Yoga 6 13ABR8 Ryzen 5 7530U 13.3"" FHD Touch Laptop ",Core i5,16, 512GB SSD,14.0,115000,Lenovo
226,"ASUS TUF Gaming F15 FX507ZC4 Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Ryzen 5,16, 512GB SSD,13.6,115900,Asus
227,"HP ProBook 440 G9 Core i7 12th Gen 14"" FHD Laptop",Core i7,8, 512GB SSD,14.0,117500,Hp
228,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop",Core i7,8, 512GB SSD,,118000,Lenovo
229,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop With 3 Years Warranty",Core i7,16, 512GB NVMe SSD,15.3,118000,Lenovo
230,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD OLED Laptop",Core i5,16, 512GB SSD,,118000,Asus
231,"Lenovo IdeaPad Flex 5 14IAU7 Core i5 12th Gen 14"" WUXGA Touch Laptop",Ryzen 5,16, 512GB SSD,14.0,118000,Lenovo
232,"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 5 7535HS RTX 2050 4GB Graphics 15.6"" FHD Laptop",Core i5,8, 512GB SSD,,118000,Lenovo
233,"HP ProBook 440 G10 Core i7 13th Gen 14"" FHD Laptop",Core i5,8, 512GB SSD,14.5,118500,Hp
234,"HP ProBook 450 G10 Core i7 13th Gen 15.6"" FHD Laptop",Ryzen 7,16, 512GB SSD,13.3,118500,Hp
235,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",Ryzen 7,8, 256GB SSD,13.6,119000,Asus
236,"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16"" Laptop With 3 Years Warranty",Ryzen 5,16, 512GB SSD,13.6,121000,Lenovo
237,"Asus TUF Gaming A17 FA706ICB Ryzen 5 4600H RTX 3050 4GB Graphics 17.3"" FHD Gaming Laptop",Core i5,16, 512GB SSD,13.3,121000,Asus
238,GIGABYTE G5 MF Core i5 12th Gen RTX 4050 6GB Graphics 15.6'' FHD 144Hz Gaming Laptop,Ryzen 5,16, 512GB SSD,15.3,124000,Gigabyte
239,"ASUS VivoBook S 14 Flip TP3402VA Core i5 13th Gen 14"" WUXGA Touch Laptop",Core i7,8, 256GB SSD,15.3,124000,Asus
240,"Lenovo Yoga 6 13ABR8 Ryzen 7 7730U 13.3"" FHD Touch Laptop",Ryzen 7,16, 512GB SSD,15.3,125000,Lenovo
241,"Asus ZenBook 14 UM3402YA Ryzen 7 5825U 14"" WQXGA Laptop",Core i7,16, 512GB SSD,14.0,129000,Asus
242,"Asus ZenBook 14 OLED UM3402YA Ryzen 5 5625U 14"" WQHD Laptop",Ryzen 5,16, 512GB SSD,13.5,129500,Asus
243,"MSI Cyborg 15 A12VE Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",Core i5,16, 1TB SSD,13.3,129500,MSI
244,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 5 7535HS 16"" 2.5K Laptop",Core i5,16, 512GB SSD,,129500,Lenovo
245,"ASUS TUF Gaming F15 FX506HF Core i7 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,16, 512GB SSD ,,129900,Asus
246,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 7 7735HS 16"" 2.5K Laptop",Core i5,16, 512GB SSD,14.5,130000,Lenovo
247,"ASUS TUF Gaming F15 FX507ZC4 Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,8, 256GB SSD,,131900,Asus
248,"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 15.6"" FHD Laptop",Core i5,16, 512GB SSD,14.2,132000,Asus
249,"ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",Ryzen 7,16, 512GB NVMe SSD,,133500,Asus
250,"MSI Sword 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i7,8, 256GB SSD,,134000,MSI
251,GIGABYTE G5 KF Core i5 12th Gen RTX 4060 8GB Graphics 15.6'' FHD 144Hz Gaming Laptop,Ryzen 7,16, 512GB SSD ,14.0,135000,Gigabyte
252,"Asus TUF Dash F15 FX517ZC Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Ryzen 7,8, 512GB SSD,,139000,Asus
253,"MSI Katana 15 B12UDXK Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,16, 512GB SSD,16.2,139000,MSI
254,"Thunderobot 911MT Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",Ryzen 7,16, 512GB SSD,14.2,139000,Thunderobot
255,"ASUS Vivobook Pro 15 M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop",Core i5,16, 512GB M.2 NVMe PCIe 3.0 SSD,14.2,139500,Asus
256,"Lenovo IdeaPad Slim 5 16IRL8 Core i7 13th Gen 16"" WUXGA Laptop",Ryzen 7,16, 512GB SSD,14.2,140000,Lenovo
257,"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,16, 512GB SSD,14.2,142900,Asus
258,"ASUS Vivobook S 16 Flip OLED TN3604YA Ryzen 7 7730U 16"" 3.2K Touch Laptop",Core i5,16, 1TB SSD,14.2,142900,Asus
259,"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen 14"" FHD Business Laptop",Core i5,8, 512GB SSD,16.2,143000,Lenovo
260,"ASUS TUF Gaming A15 FA507RC Ryzen 7 6800H RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Core i5,16, 512GB SSD,16.2,144000,Asus
261,"Lenovo IdeaPad Gaming 3i Core i5 12th Gen RTX 3050 4GB Graphics 16"" 2K WUXGA Laptop",Core i5,16, 512GB SSD,16.2,144000,Lenovo
262,"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 7 5800H RTX 3050 4GB Graphics 15.6"" FHD Laptop with Windows 11",Apple M2,8, 512GB SSD,16.2,144500,Asus
263,"Thunderobot 911X Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 165Hz Gaming Laptop",Ryzen 7,8, 512GB SSD,16.2,144900,Thunderobot
264,"GIGABYTE G5 KE Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",Core i7,16, 512GB SSD,14.2,146000,Gigabyte
265,"GIGABYTE AORUS 15 9MF Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD 360Hz Gaming Laptop",Ryzen 7,16, 1TB SSD,14.2,146000,Gigabyte
266,"ASUS VivoBook 16X K3605ZF-MX041W Core i5 12th Gen 16"" OLED Laptop",Ryzen 9,16, 512GB SSD,16.2,148000,Asus
267,"Lenovo LOQ 15IRH8 Core i5 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop",Apple M2,16, 512GB SSD,16.2,148000,Lenovo
268,Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MLY33LL/A / MLY33ZP/A,Core i7,16, 1TB SSD,16.2,149000,Apple
269,"ASUS Vivobook S 16X OLED M5602RA Ryzen 7 6800H 16"" OLED Laptop",Core i5,8, 512GB SSD,16.2,149000,Asus
270,"Lenovo IdeaPad Flex 5 14IAU7 Core i7 12th Gen 14"" WUXGA Touch Laptop",Core i7,8, 512GB SSD,16.2,150000,Lenovo
271,"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Jaeger Gray Gaming Laptop",Core i7,8, 512GB SSD,15.3,143000,Asus
272,Lenovo IdeaPad D330 10IGL Intel CDC N4020 4GB RAM 128GB eMMC 10.1 Inch HD IPS Touch Display Mineral Grey Laptop,Intel Celeron,4,128GB eMMC,10.1,34500,Lenovo
273,HP 15s-eq1578AU AMD Athlon Silver 3050U 8GB  256GB SSD 15.6 Inch FHD Display Silver Laptop,AMD Athlon,8,256GB SSD,15.6,46500,Hp
274,"Acer Aspire 3 A315-510P-38RH (13th Gen Standard) Intel Core i3 N305 8GB RAM, 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop",Core i3,8,512GB SSD,15.6,49800,Acer
275,Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U 8GB RAM 512GB SSD 15.6 Inch FHD Display Cloud Grey Laptop,Ryzen 3,8,512GB SSD,15.6,49900,Lenovo
276,Lenovo IdeaPad Slim 3i 15ITL 11th Gen Intel Core i3 1115G4 4GB RAM 256GB SSD 15.6 Inch FHD Display Arctic Grey Laptop,Core i3,4,256GB SSD,15.6,51400,Lenovo
277,Acer Aspire 3 A315-24P AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop#UN.KDESI.027,Ryzen 3,8,512GB SSD,15.6,53000,Acer
278,Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Sand Laptop,Ryzen 3,8,512GB SSD,15.6,53400,Lenovo
279,HP 15s-fq5486TU Intel Core i3 1215U 4GB RAM 256GB SSD 15.6 Inch FHD Display Black Laptop,Core i3,4,256GB SSD,15.6,56500,Hp
280,Acer Aspire 3 A315-59-390P Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i3,8,512GB SSD,15.6,57000,Acer
281,"Acer Aspire 3 A315-59-332B Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop #NX.K6TSI.00H/UN.K6TSI.024",Core i3,8,512GB SSD,15.6,57500,Acer
282,Huawei MateBook D 15 Intel Core i3 1115G4 8GB RAM 256GB SSD 15.6 Inch FHD Display Silver Laptop,Core i3,8,256GB SSD,15.6,60500,Huawei
283,Dell Inspiron 15 3520 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,Core i3,8,512GB SSD,15.6,60500,Dell
284,Acer Aspire Lite AL15-41 AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Titanium Gray Laptop,Ryzen 5,8,512GB SSD,15.6,61000,Acer
285,Acer Aspire 5 5P-A515-58P Intel Core i3 1305U 8GB RAM 512GB SSD 15.6 Inch FHD Display Steel Gray Laptop,Core i3,8,512GB SSD,15.6,61500,Acer
286,Acer Aspire Lite AL15-51 Intel Core i5 1155G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Titanium Gray Laptop,Core i5,8,512GB SSD,15.6,61500,Acer
287,Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM 1TB HDD 15.6 Inch FHD WV Display Indie Black Laptop,Core i3,8,1TB HDD,15.6,62800,Asus
288,HP 15s-fq5786TU Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop,Core i3,8,512GB SSD,15.6,63500,Hp
289,Asus VivoBook 15 X1502ZA Intel Core i3 1215U 4GB RAM 256GB SSD 15.6 Inch FHD Display Terra Cotta Laptop,Core i3,4,256GB SSD,15.6,63900,Asus
290,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Peacock Blue Laptop,Core i5,4,1TB HDD,15.6,68500,Asus
291,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #EJ2460W-X515EA,Core i5,4,1TB HDD,15.6,68500,Asus
292,Acer Aspire 3 A315-59-5031 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i5,8,512GB SSD,15.6,71500,Acer
293,Dell Latitude 15-3520 Intel Core i5 1135G7 8GB RAM 256GB SSD 15.6 Inch HD Display Black Laptop,Core i5,8,256GB SSD,15.6,73500,Dell
294,Huawei MateBook D 15 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop,Core i5,8,512GB SSD,15.6,76000,Huawei
295,Huawei MateBook B3-520 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Space Gray Laptop,Core i5,8,512GB SSD,15.6,76000,Huawei
296,"Acer Swift Go 14 SFG14-41-R5RB AMD Ryzen 5 7530U 8GB RAM, 512GB SSD 14 Inch FHD Display Pure Silver Laptop",Ryzen 5,8,512GB SSD,14.0,77000,Acer
297,Acer TravelMate P214-53-72WA Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Display Shale Black Laptop,Core i7,8,512GB SSD,14.0,82500,Acer
298,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 7730U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Arctic Grey Laptop,Ryzen 7,8,512GB SSD,15.6,83000,Lenovo
299,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare Display Arctic Grey Laptop #82H803EUIN-2Y,Core i7,8,512GB SSD,15.6,88000,Lenovo
300,Dell Inspiron 15 3525 AMD Ryzen 7 5825U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop,Ryzen 7,8,512GB SSD,15.6,88500,Dell
301,MSI Modern 15 A11MU Intel Core i7 1195G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Gray Laptop,Core i7,8,512GB SSD,15.6,89500,MSI
302,MSI Modern 14 C11M Intel Core i7 1195G7 8GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop,Core i7,8,512GB SSD,14.0,95000,MSI
303,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare LED Display Abyss Blue Laptop,Core i7,8,512GB SSD,15.6,95500,Lenovo
304,"Acer Aspire 5 5M-A515-58GM Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Steel Gray Gaming Laptop",Core i5,16,512GB SSD,15.6,99500,Acer
305,"Acer Swift Go 14 SFG14-71-557P Intel Core i5 13500H 16GB RAM, 512GB SSD 14 Inch 2.8K OLED WQHD Display Sunshiny Gold Laptop",Core i5,16,512GB SSD,14.0,119000,Acer
306,Gigabyte Gaming G5 KE Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,Core i5,8,512GB SSD,15.6,146000,Gigabyte
307,Lenovo IdeaPad Gaming 3i 15IHU Intel Core i7 11370H 16GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop #82K100WFIN-3Y,Core i7,16,1TB HDD+256GB SSD,15.6,118000,Lenovo
308,Chuwi HeroBook Pro Intel CDC N4020 8GB RAM 256GB SSD 14.1 Inch FHD Display Grey Laptop,Intel Celeron,8,256GB SSD,14.0,28800,Chuwi
309,Chuwi GemiBook XPro Intel Core N100 8GB RAM 256GB SSD 14.1 Inch FHD Display Grey Laptop,Intel Celeron,8,256GB SSD,14.0,34900,Chuwi
310,Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Display Platinum Grey Laptop,Core N100,4,1TB HDD,15.6,35000,Lenovo
311,Chuwi GemiBook Plus Intel Core N100 8GB RAM 256GB SSD 15.6 Inch FHD Display Grey Laptop,Intel Celeron,8,256GB SSD,15.6,35900,Chuwi
312,Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Antiglare Display Platinum Grey Laptop,Intel Celeron,4,1TB HDD,15.6,36000,Lenovo
313,Asus 15 P1511CMA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Display Slate Grey Laptop (Carry bag not included),Intel Celeron,4,1TB HDD,15.6,37500,Asus
314,HP 250 G8 Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Dark Ash Silver Laptop,Intel Celeron,4,1TB HDD,15.6,38500,Hp
315,Asus X415KA Intel CDC N4500 4GB RAM 1TB HDD 14 Inch FHD Display Slate Grey Laptop,Intel Celeron,4,1TB HDD,14.0,39500,Asus
316,Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop #BQ675W-X515MA,Intel Celeron,4,1TB HDD,15.6,40500,Asus
317,Asus X515KA Intel CDC N4500 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop,Intel Celeron,4,1TB HDD,15.6,40500,Asus
318,Asus X515KA Intel CDC N4500 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop,Intel Celeron,4,1TB HDD,15.6,40500,Asus
319,Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop,Intel Celeron,4,1TB HDD,15.6,43500,Asus
320,Asus VivoBook 14 E410MA Intel CDC N4020 4GB RAM 256GB SSD 14 Inch HD Display Blue Laptop,Core i3,4,256GB SSD,14.0,44000,Asus
321,Acer Extensa 15 EX215-54-34SE Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Charcoal Black Laptop,Ryzen 3,4,1TB HDD,15.6,46500,Acer
322,Asus D415DA AMD Ryzen 3 3250U 4GB RAM 1TB HDD 14 Inch HD Display Slate Grey Laptop,Ryzen 3,4,1TB HDD,14.0,46500,Asus
323,Asus M515DA AMD Ryzen 3 3250U 4GB RAM 1TB HDD 15.6 Inch HD Display Slate Grey Laptop,Intel Celeron,4,1TB HDD,15.6,46500,Asus
324,Asus E510MA Intel CDC N4020 4GB RAM 512GB SSD 15.6 Inch FHD Display Star Black Laptop #EJ601W-E510MA,Ryzen 3,4,512GB SSD,15.6,47000,Asus
325,"Asus D415DA AMD Ryzen 3 3250U 8GB RAM 1TB HDD 14 Inch HD Display, Slate Grey Laptop",Ryzen 3,8,1TB HDD,14.0,47900,Asus
326,Chuwi MiniBook X 2 in 1 Intel Core N100 12GB RAM 512GB SSD 10.5 Inch FHD+ WUXGA Touch Display Grey Laptop,Ryzen 3,12,512GB SSD,10.5,47900,Chuwi
327,Asus D515DA AMD Ryzen 3 3250U 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop #EJ1325W-D515DA,Core i5,4,512GB SSD,15.6,48900,Asus
328,Asus D515DA AMD Ryzen 3 3250U 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop #D515DA-EJ1576W,Core i3,4,512GB SSD,15.6,48900,Asus
329,Chuwi UBook X 2 in 1 Intel Core i5 10210Y 8GB RAM 256GB SSD 12 Inch 2K Touch Display Grey Laptop,Ryzen 3,8,256GB SSD,12.0,49900,Chuwi
330,Lenovo IdeaPad Slim 3i 15ITL6 Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Arctic Grey Laptop,Core i3,4,1TB HDD,15.6,52900,Lenovo
331,Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 7320U 8GB RAM 512GB SSD 15.6 Inch FHD Display Cloud Grey Laptop,Core i3,8,512GB SSD,15.6,53400,Lenovo
332,Acer Aspire 3 A315-510P (13th Gen Standard) Intel Core i3 N305 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop,Core i3,8,512GB SSD,15.6,54000,Acer
333,HP 15s-du3611TU Intel Core i3 1125G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Jet Black Laptop,Ryzen 3,4,1TB HDD,15.6,55500,Hp
334,MSI Modern 14 C11M Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop#9S7-14J312-242,Core i3,8,512GB SSD,14.0,56000,MSI
335,"Dell Inspiron 15 3535 AMD Ryzen 3 7320U 8GB RAM, 256GB SSD 15.6 Inch FHD Display Carbon Black Laptop",Core i3,8,256GB SSD,15.6,56000,Dell
336,HP 250 G8 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Ash Silver Laptop,Core i3,4,1TB HDD,15.6,56500,Hp
337,"Lenovo IdeaPad Slim 3i 14IAU7 Intel Core i3 1215U 8GB RAM, 256GB SSD 14 Inch FHD Display Misty Blue Laptop",Core i3,8,256GB SSD,14.0,56500,Lenovo
338,Lenovo IdeaPad Slim 3i 14ITL Intel Core i3 1115G4 8GB RAM 256GB SSD 14 Inch FHD Display Arctic Grey Laptop,Core i3,8,256GB SSD,14.0,56900,Lenovo
339,Asus ExpertBook P2451FA Intel Core i3 10110U 4GB RAM 1TB HDD 14 Inch FHD Display Star Black Laptop,Core i3,4,1TB HDD,14.0,57000,Asus
340,HP 240 G8 Intel Core i3 1115G4 8GB RAM 1TB HDD 14 Inch FHD Display Ash Laptop,Core i3,8,1TB HDD,14.0,57500,Hp
341,HP 250 G8 Intel Core i3 1115G4 8GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop,Core i3,8,1TB HDD,15.6,57500,Hp
342,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop,Ryzen 3,8,512GB SSD,15.6,57500,Lenovo
